"CODGEO","Nb Pharmacies et parfumerie","Dynamique Entrepreneuriale","Dynamique Entrepreneuriale Service et Commerce","Synergie Médicale COMMUNE","Orientation Economique","Indice Fiscal Partiel","Score Fiscal","Indice Evasion Client","Score Evasion Client","Indice Synergie Médicale","Score Synergie Médicale","SEG Croissance POP","LIBGEO","REG","DEP","Nb Omnipraticiens BV","Nb Infirmiers Libéraux BV","Nb dentistes Libéraux BV","Nb pharmaciens Libéraux BV","Densité Médicale BV","Score équipement de santé BV","Indice Démographique","Score Démographique","Indice Ménages","Score Ménages","Population","Evolution Population","Evolution Pop %","Nb Ménages","Nb Résidences Principales","Nb propriétaire","Nb Logement","Nb Résidences Secondaires","Nb Log Vacants","Nb Occupants Résidence Principale","Nb Femme","Nb Homme","Nb Mineurs","Nb Majeurs","Nb Etudiants","Nb Entreprises Secteur Services","Nb Entreprises Secteur Commerce","Nb Entreprises Secteur Construction","Nb Entreprises Secteur Industrie","Nb Création Enteprises","Nb Création Industrielles","Nb Création Construction","Nb Création Commerces","Nb Création Services","Moyenne Revenus Fiscaux Départementaux","Moyenne Revenus Fiscaux Régionaux","Dep Moyenne Salaires Horaires","Dep Moyenne Salaires Cadre Horaires","Dep Moyenne Salaires Prof Intermédiaire Horaires","Dep Moyenne Salaires Employé Horaires","Dep Moyenne Salaires Ouvrié Horaires","Reg Moyenne Salaires Horaires","Reg Moyenne Salaires Cadre Horaires","Reg Moyenne Salaires Prof Intermédiaire Horaires","Reg Moyenne Salaires Employé Horaires","Reg Moyenne Salaires Ouvrié Horaires","Valeur ajoutée régionale","Urbanité Ruralité","Score Urbanité","Nb Atifs","Nb Actifs Salariés","Nb Actifs Non Salariés","Nb Logement Secondaire et Occasionnel","Nb Hotel","Capacité Hotel","Nb Camping","Capacité Camping","Dynamique Démographique BV","Taux étudiants","Taux Propriété","Dynamique Démographique INSEE","Capacité Fisc","Capacité Fiscale","Moyenne Revnus fiscaux","Taux Evasion Client","Nb Education, santé, action sociale","Nb Services personnels et domestiques","Nb Santé, action sociale","Nb Industries des biens intermédiaires","Nb de Commerce","Nb de Services aux particuliers","Nb institution de Education, santé, action sociale, administration","PIB Régionnal","SEG Environnement Démographique Obsolète","Score Croissance Population","Score Croissance Entrepreneuriale","Score VA Région","Score PIB","Environnement Démographique","Fidélité","SYN MEDICAL","Seg Cap Fiscale","Seg Dyn Entre","DYN SetC","CP"
"01037",0.0,54.0,5.0,90,"Bassin Industriel",101.93878,59.04139,0.0,0.0,90.44774,0.10277,"en croissance démographique","Bénonces","82","01",5,7,2,2,0.073080791,1,14.69192,0.01134,15.6717,0.00936,241,-13,-5,104,105,71,156,33,18,222,228,246,273,201,16,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,97.0,80.0,17.0,33.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,45,1,111,111,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",69.2623,0.0,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01038",0.0,69.0,11.0,121,"Bassin Urbain",101.93878,59.04139,0.0,0.0,121.60196,0.14415,"en croissance démographique","Bény","82","01",12,12,6,6,1.0,1,37.36991,0.02884,36.16546,0.0216,613,14,2,240,240,205,276,12,24,611,588,616,733,471,41,6.0,3.0,4.0,11.0,2.0,0.0,1.0,0.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,295.0,238.0,57.0,12.0,0.0,0.0,0.0,0.0,"Grande Ville",0,74,-1,117,117,11483.5,0,0.0,1.0,0.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",72.13115,0.00346,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01039",0.0,56.0,12.0,101,"Bassin Industriel",101.93878,59.04139,0.0,0.0,101.50246,0.11745,"en croissance démographique","Béon","82","01",7,11,4,4,0.111632585,1,22.19029,0.01712,20.34307,0.01215,364,-3,0,135,135,105,202,44,23,364,366,342,437,271,25,5.0,5.0,4.0,1.0,3.0,0.0,1.0,2.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 10 m habts",12.5,150.0,138.0,12.0,44.0,0.0,0.0,0.0,0.0,"3.Accroissement par excédent migratoire",0,51,0,112,112,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.31148,0.02305,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01040",0.0,56.0,7.0,104,"Bassin diversifié",101.93878,59.04139,0.0,0.0,104.51739,0.12146,"en croissance démographique","Béréziat","82","01",10,14,5,5,0.083808247,3,20.78815,0.01604,19.74032,0.01179,341,2,0,131,131,103,159,17,11,340,350,318,414,254,22,4.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,148.0,117.0,31.0,17.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,64,0,112,112,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.31148,0.0,32.42578,33.83811,"Bassin diversifié en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01041",0.0,55.0,15.0,150,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,150.74623,0.18285,"en croissance démographique","Bettant","82","01",31,36,18,18,0.099228964,4,41.7592,0.03222,41.13821,0.02457,685,19,2,273,272,205,325,23,30,683,670,676,826,520,48,8.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,289.0,259.0,30.0,23.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,63,-1,117,117,11483.5,0,1.0,2.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.13115,0.01239,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01042",0.0,48.0,2.0,100,"Bassin Industriel",101.93878,59.04139,0.0,0.0,100.49749,0.11612,"en croissance démographique","Bey","82","01",7,6,5,5,0.067046597,3,13.47267,0.0104,12.35653,0.00738,221,0,0,82,82,65,88,6,0,221,216,216,273,159,14,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,110.0,89.0,21.0,6.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,73,0,111,111,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.31148,0.0,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01043",0.0,368.0,321.0,172,"Bassin Urbain",101.93878,59.04139,248.45549,0.10621,172.85568,0.21222,"en croissance démographique","Beynost","82","01",12,12,6,6,1.0,1,215.0751,0.16596,191.37558,0.11432,3528,100,2,1270,1271,1020,1342,27,44,3517,3418,3446,4189,2675,276,108.0,140.0,49.0,75.0,37.0,0.0,6.0,7.0,24.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com > 200 m habts",87.5,1513.0,1277.0,236.0,27.0,2.0,114.0,0.0,0.0,"Grande Ville",0,76,-8,155,155,11483.5,2,26.0,10.0,24.0,9364,9350,3372,15105,173681,"Com > 200 m habts en croissance démographique",72.13115,0.12651,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Mobile","Forte Synergie Médicale","Fiscalité moyenne","Dynamique Economique","Bonne Dynamique Entreprise Serv et Com",1
"01044",0.0,63.0,12.0,110,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,110.54724,0.12947,"en croissance démographique","Billiat","82","01",17,9,10,10,0.067717063,2,25.05552,0.01933,24.261,0.01449,411,13,3,161,160,110,196,25,11,411,400,400,487,313,27,7.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,183.0,151.0,32.0,25.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,56,-1,114,114,11483.5,0,1.0,0.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.54098,0.0,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01045",0.0,50.0,14.0,97,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,97.48256,0.11212,"en croissance démographique","Birieux","82","01",7,6,6,6,0.102246061,1,8.83954,0.00682,7.68516,0.00459,145,5,3,51,51,29,61,9,1,145,130,152,177,105,13,6.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,67.0,48.0,19.0,9.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,47,0,110,110,11483.5,0,3.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.54098,0.00173,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01046",0.0,67.0,17.0,121,"Bassin Urbain",101.93878,59.04139,0.0,0.0,121.60196,0.14415,"en croissance démographique","Biziat","82","01",12,12,6,6,1.0,1,39.44263,0.03043,35.41202,0.02115,647,22,3,235,234,171,272,20,18,640,620,650,804,466,33,9.0,5.0,6.0,5.0,2.0,0.0,0.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,279.0,222.0,57.0,20.0,0.0,0.0,0.0,0.0,"Grande Ville",0,62,-2,117,117,11483.5,0,1.0,1.0,0.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",72.54098,0.00346,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01047",0.0,114.0,44.0,114,"Bassin Industriel",101.93878,59.04139,0.0,0.0,114.56713,0.13481,"en croissance démographique","Blyes","82","01",12,13,8,8,0.08414348,3,42.12497,0.0325,35.11064,0.02097,691,46,6,233,233,184,269,21,15,691,666,658,847,477,49,20.0,15.0,9.0,27.0,4.0,0.0,1.0,1.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,294.0,262.0,32.0,21.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,68,-5,117,117,11483.5,0,1.0,1.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",73.77049,0.01585,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Moyenne dynamique","Faible Dynamique Serv et Com",1
"01049",0.0,169.0,101.0,140,"Bassin Urbain",101.93878,59.04139,0.0,0.0,140.69648,0.16951,"en croissance démographique","La Boisse","82","01",12,12,6,6,1.0,1,164.84214,0.1272,136.67531,0.08164,2704,65,2,907,910,712,1008,24,74,2556,2624,2602,3327,1899,202,36.0,42.0,21.0,34.0,9.0,0.0,1.0,3.0,5.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com > 200 m habts",87.5,1115.0,969.0,146.0,24.0,1.0,16.0,0.0,0.0,"Grande Ville",0,70,-6,143,143,11483.5,0,8.0,3.0,11.0,9364,9350,3372,15105,173681,"Com > 200 m habts en croissance démographique",72.13115,0.04236,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Dynamique Economique","Dynamique Serv et Com",1
"01050",0.0,51.0,5.0,101,"Bassin Industriel",101.93878,59.04139,0.0,0.0,101.50246,0.11745,"en croissance démographique","Boissey","82","01",9,10,4,4,0.092189071,3,12.31439,0.0095,12.20584,0.00729,202,4,2,81,81,63,97,7,9,202,182,216,243,155,8,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,69.0,47.0,22.0,7.0,0.0,0.0,0.0,0.0,"3.Accroissement par excédent migratoire",0,64,0,110,110,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.13115,0.00173,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01051",0.0,47.0,3.0,119,"Bassin Urbain",101.93878,59.04139,0.0,0.0,119.59201,0.14148,"en croissance démographique","Bolozon","82","01",12,12,6,6,1.0,1,5.73046,0.00442,6.02758,0.0036,94,-6,-6,40,40,30,86,44,2,94,90,94,108,76,6,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,33.0,29.0,4.0,44.0,0.0,0.0,0.0,0.0,"Grande Ville",0,34,0,109,109,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",68.85246,0.0,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01052",0.0,47.0,13.0,97,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,97.48256,0.11212,"en croissance démographique","Bouligneux","82","01",7,6,6,6,0.102246061,1,17.67908,0.01364,15.6717,0.00936,290,13,4,104,104,71,123,18,1,290,276,284,341,219,27,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,127.0,97.0,30.0,18.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,57,-1,112,112,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.95082,0.0,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01053",0.0,2190.0,3374.0,742,"Bassin Urbain",101.93878,59.04139,1739.18846,0.74349,745.69135,0.973,"en croissance démographique","Bourg-en-Bresse","82","01",12,12,6,6,1.0,1,2476.7775,1.91114,2750.83558,1.64324,40628,2450,6,18255,18291,5967,20139,420,1428,38825,42032,36944,47115,31861,3714,1411.0,1210.0,176.0,333.0,226.0,17.0,31.0,63.0,115.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 200 m habts",62.5,16213.0,14971.0,1242.0,420.0,11.0,396.0,1.0,102.0,"Grande Ville",1,29,-296,0,0,11483.5,14,340.0,115.0,387.0,9364,9350,3372,15105,173681,"Com < 200 m habts en croissance démographique",73.77049,0.95358,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Mobile","Forte Synergie Médicale","Fiscalité moyenne","Dynamique Economique","Bonne Dynamique Entreprise Serv et Com",1
"01054",0.0,76.0,26.0,119,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,119.59201,0.14148,"en croissance démographique","Bourg-Saint-Christophe","82","01",13,19,9,9,0.092189071,4,50.23296,0.03876,43.69994,0.0261,824,10,1,290,290,244,329,17,22,824,800,796,979,617,67,7.0,13.0,10.0,4.0,2.0,0.0,0.0,1.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 10 m habts",25.0,363.0,314.0,49.0,17.0,1.0,7.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,74,-1,119,119,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.72131,0.01239,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
